Business LIcense,Violation Date,Violation,Inspector Comments
14FOOD-0012,12/17/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw shell eggs are loosely stored on the shelves above ready to eat food in the cooler. Store the eggs in a container below ready to eat food.
14FOOD-0012,4/27/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the cook line equipment is soiled. Routinely clean the floor.
14FOOD-0012,8/27/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The can opener is soiled. Routinely clean the can opener. The interior of the cooler next to the slicer is soiled. Clean up spills immediately. The sides of the cook line cooler and hot hold are soiled. Clean the equipment.
14FOOD-0012,12/17/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor drain for the bar dish machine is soiled. Clean the floor drains as needed.
14FOOD-0012,8/27/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the cook line coolers is heavily soiled. Routinely clean the floor.The floor under the dish machine is soiled. Routinely clean the floor. The floor under the shelving in the walk in cooler is soiled. Routinely clean the floor. The floor around the grease bin in the alley is heavily soiled. Routinely clean the area.
14FOOD-0012,12/17/18,(33) GARBAGE AND REFUSE DISPOSAL: Containers or receptables covered; adequate number; insect/rodent proof; frequency; clean.,A dumpster has a rusted opening. Contact Groot to change the rusted dumpster with a new one. The grease bin in the alley is soiled. Clean the exterior of the container and surrounding area as needed.
09FOOD-0068,12/27/18,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",Detergent bottle for dish machine is empty. Replace before using the dish machine.
09FOOD-0182,12/28/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Surface of 3 compartment sink is soiled. Clean and sanitize before filling compartments with their designated solution (wash |  rinse water |  or sanitizer).
09FOOD-0068,12/27/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Multiple surfaces are soiled. Increase cleaning of counters and floors in kitchen and basement.
09FOOD-0182,12/28/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. 1. Egg and various batters were found stored on ice next to the grill. Items were measured holding a temperature of 51F. Ice can not be used to substitute mechanical refrigeration. Items were discarded.2. Cheese and other ingredients found stored on ice at the retail service line. These items must be stored in mechanical refrigeration.
09FOOD-0068,12/27/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. sliced tomatoes found stored on counter at room temperature. Tomatoes must be held at 41F or below once they are cut.
09FOOD-0068,12/27/18,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Cutting board at prep cooler is heavily stained. Replace board by next routine inspection (within 90 days).
10FOOD-0017,10/25/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Surface of 3 compartment sink is slightly soiled. Clean and sanitize surface before filling sink compartments.
10FOOD-0017,10/25/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths found on counters. Store wiping cloths in a sanitizing solution between use.
10FOOD-0017,4/30/18,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Serving tongs are improperly stored against a surface not regularly cleaned. Store on clean surfaces only.
09FOOD-0182,12/28/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Multiple wiping cloths found on counters. Store wiping cloths in a sanitizing solution between use.
09FOOD-0182,12/28/18,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Cutting board for the prep cooler across from the stove is very stained. Replace within 90 days.
09FOOD-0020,12/31/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Items stored in pizza prep cooler are elevated above the cooler line. Remove the additional pan that is causing an additional barrier to cooling.
09FOOD-0020,12/31/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths found on prep counter. Store wiping cloth in a sanitizing solution between use.
09FOOD-0020,12/31/18,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Ice cream scoops were found stored in stagnant water in dip well. Store scoops dry and clean or in running water.
09FOOD-0020,12/31/18,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",1. Paper towels missing from hand sink in pizza prep area. Always provide paper towels for proper hand washing. 2. Hand sink blocked in dish wash area. Unblock immediately.
13FOOD-0009,12/20/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Tested dish machine and measured sanitizer rinse at 0ppm chlorine. Adjusted hose for sanitizer and primed machine. Sanitizer rinse was corrected to 50ppm chlorine. Check sanitizer concentration daily.
18FOOD-0044,10/12/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,The fan cover in the walk in cooler is soiled. Routinely clean the fan cover.
13FOOD-0060,7/18/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Multiple wiping cloths were found sitting on prep counter. Store wiping cloths in a sanitizing solution between use.
13FOOD-0009,12/20/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. 1. Prep cooler near grill is holding 41F-50F due to ice buildup blocking air flow. Bottom shelf items (sliced cheese |  fresh mozzarella cheese |  cut veggies |  cream) were found holding 46-50F. Items were discarded. Remove all items from the cooler have have the cooler serviced. It must maintain food at 41F or below.  2. 4 draw cooler under grill is holding 41-46F. Have cooler serviced. Cooler must maintain food at 41F or below.
18FOOD-0044,10/12/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. There is no sanitizer being dispensed to the dish machine. Contact a technician to repair the dish machine to dispense at 50 - 100 ppm
12FOOD-0055,8/28/18,(2) FOOD: Original Container; properly labeled.,1. Spray bottles were found without a label. Provide a label. 2. Ingredient located in basement (flour) is not labeled. Provide a label.
09FOOD-0169,3/8/18,(2) FOOD: Original Container; properly labeled.,Food container holding a white powder is not labeled. Provide a label for items that are difficult to identify.
13FOOD-0060,3/1/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Multiple wiping cloths found on prep counters. Store wiping cloths in a sanitizing solution between use.
13FOOD-0060,7/18/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Surface of 3 compartment sink is soiled. Clean before filling compartments for dish washing.
13FOOD-0060,12/12/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Chamber of the vacuum sealer is soiled with some food residue. Clean and sanitizer the surfaces thoroughly after use.
12FOOD-0055,4/18/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. 1. Creamer located in bar refrigerator was 47F. Cooler temperatures is 47F. Creamer was discarded. Have cooler serviced to provide 41F or below. 2. Food in top portion of prep cooler was 44-45F. This was corrected during inspection by replacing tray for improved air flow.
13FOOD-0009,12/20/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Food (cheese |  rice and ground meat) found stored on ice. Items must be stored with mechanical cooling. Ice can not serve as a substitute.
13FOOD-0060,7/18/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Breaded chicken held in front warmer was 110-115F. Chicken was reheated to 165F. Ensure chicken is held at 135F or above while in warmer.
18FOOD-0044,10/12/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The exterior of coolers are soiled. Routinely clean all food contact surfaces. The shelving in the walk in cooler are soiled. Routinely clean the shelving.
13FOOD-0060,3/1/18,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Paper towels missing from front hand wash sink. Provide paper towels.
09FOOD-0169,11/7/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Food residue found on a few surfaces (spray bottles |  fridge/freezer handles |  and garbage can handle). Clean surfaces.
18FOOD-0044,10/12/18,"(19) FOOD EQUIPMENT AND UTENSILS: Wash, rinse water: clean, proper temperature",The detergent is empty to the dish machine. Replace with a new detergent bottle.
09FOOD-0169,11/7/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Slight buildup in ice machine. Clean and sanitize.
12FOOD-0055,4/18/18,(2) FOOD: Original Container; properly labeled.,A few containers of ingredients (flour |  etc.) were not labeled. Provide a label.
12FOOD-0055,12/21/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Cooler in bar area found holding 48F. Cream in cooler was found at 49F. Cream was discarded. Cooler must hold food at 41F or below. Have cooler serviced.
09FOOD-0169,7/20/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Ice machine is slightly soiled. Clean and sanitize the surface.
12FOOD-0055,8/28/18,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Scoop for flour is improperly stored. Store with handle away from food contact. Do not use single use items (such as a plastic cup) for scooping.
12FOOD-0055,12/21/18,(2) FOOD: Original Container; properly labeled.,Containers of flour and a few spray bottles were found without labels. Provide a label.
13FOOD-0009,8/29/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Glass washing machine is not providing sanitizer. Have machine repaired. It must provide 50-100ppm chlorine.
